,name,colors,manaValue,power,toughness,text,rarity,keywords,supertypes,types,subtypes
3455,Ahn-Crop Invader,R,3.0,2.0,2.0,"As long as it's your turn, Ahn-Crop Invader has first strike.
{1}, Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn.",common,,,Creature,"Zombie, Minotaur, Warrior"
3456,Burning Prophet,R,2.0,1.0,3.0,"Whenever you cast a noncreature spell, Burning Prophet gets +1/+0 until end of turn, then scry 1.",common,Scry,,Creature,"Human, Wizard"
3457,Chainwhip Cyclops,R,5.0,4.0,4.0,{3}{R}: Target creature can't block this turn.,common,,,Creature,"Cyclops, Warrior"
3458,Cyclops Electromancer,R,5.0,4.0,2.0,"When Cyclops Electromancer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.",uncommon,,,Creature,"Cyclops, Wizard"
3459,Devouring Hellion,R,3.0,2.0,2.0,"As Devouring Hellion enters the battlefield, you may sacrifice any number of creatures and/or planeswalkers. If you do, it enters with twice that many +1/+1 counters on it.",uncommon,,,Creature,Hellion
3460,Dreadhorde Arcanist,R,2.0,1.0,3.0,"Trample
Whenever Dreadhorde Arcanist attacks, you may cast target instant or sorcery card with mana value less than or equal to Dreadhorde Arcanist's power from your graveyard without paying its mana cost. If that spell would be put into your graveyard, exile it instead.",rare,Trample,,Creature,"Zombie, Wizard"
3461,Dreadhorde Twins,R,4.0,2.0,2.0,"When Dreadhorde Twins enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have trample.",uncommon,Amass,,Creature,"Zombie, Jackal, Warrior"
3462,Goblin Assault Team,R,4.0,4.0,1.0,"Haste
When Goblin Assault Team dies, put a +1/+1 counter on target creature you control.",common,Haste,,Creature,"Goblin, Warrior"
3463,Grim Initiate,R,1.0,1.0,1.0,"First strike
When Grim Initiate dies, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,"Amass, First strike",,Creature,"Zombie, Warrior"
3464,"Ilharg, the Raze-Boar",R,5.0,6.0,6.0,"Trample
Whenever Ilharg, the Raze-Boar attacks, you may put a creature card from your hand onto the battlefield tapped and attacking. Return that creature to your hand at the beginning of the next end step.
When Ilharg, the Raze-Boar dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",mythic,Trample,Legendary,Creature,"Boar, God"
3465,Invading Manticore,R,6.0,4.0,5.0,"When Invading Manticore enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",common,Amass,,Creature,"Zombie, Manticore"
3466,"Krenko, Tin Street Kingpin",R,3.0,1.0,2.0,"Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko's power.",rare,,Legendary,Creature,Goblin
3467,"Neheb, Dreadhorde Champion",R,4.0,5.0,4.0,"Trample
Whenever Neheb, Dreadhorde Champion deals combat damage to a player or planeswalker, you may discard any number of cards. If you do, draw that many cards and add that much {R}. Until end of turn, you don't lose this mana as steps and phases end.",rare,Trample,Legendary,Creature,"Zombie, Minotaur, Warrior"
3468,Raging Kronch,R,3.0,4.0,3.0,Raging Kronch can't attack alone.,common,,,Creature,Beast
3469,Tibalt's Rager,R,2.0,1.0,2.0,"When Tibalt's Rager dies, it deals 1 damage to any target.
{1}{R}: Tibalt's Rager gets +2/+0 until end of turn.",uncommon,,,Creature,Devil
3470,Arboreal Grazer,G,1.0,0.0,3.0,"Reach
When Arboreal Grazer enters the battlefield, you may put a land card from your hand onto the battlefield tapped.",common,Reach,,Creature,Beast
3471,Arlinn's Wolf,G,3.0,3.0,2.0,Arlinn's Wolf can't be blocked by creatures with power 2 or less.,common,,,Creature,Wolf
3472,Bloom Hulk,G,4.0,4.0,4.0,"When Bloom Hulk enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",common,Proliferate,,Creature,"Plant, Elemental"
3473,Centaur Nurturer,G,4.0,2.0,4.0,"When Centaur Nurturer enters the battlefield, you gain 3 life.
{T}: Add one mana of any color.",common,,,Creature,"Centaur, Druid"
3474,Challenger Troll,G,5.0,6.0,5.0,Each creature you control with power 4 or greater can't be blocked by more than one creature.,uncommon,,,Creature,Troll
3475,Evolution Sage,G,3.0,3.0,2.0,"Whenever a land enters the battlefield under your control, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",uncommon,Proliferate,,Creature,"Elf, Druid"
3476,God-Eternal Rhonas,G,5.0,5.0,5.0,"Deathtouch
When God-Eternal Rhonas enters the battlefield, double the power of each other creature you control until end of turn. Those creatures gain vigilance until end of turn.
When God-Eternal Rhonas dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",mythic,Deathtouch,Legendary,Creature,"Zombie, God"
3477,Kraul Stinger,G,3.0,2.0,2.0,Deathtouch,common,Deathtouch,,Creature,"Insect, Assassin"
3478,Kronch Wrangler,G,2.0,2.0,1.0,"Trample
Whenever a creature with power 4 or greater enters the battlefield under your control, put a +1/+1 counter on Kronch Wrangler.",common,Trample,,Creature,"Human, Warrior"
3479,"Mowu, Loyal Companion",G,4.0,3.0,3.0,"Vigilance, trample
If one or more +1/+1 counters would be put on Mowu, Loyal Companion, that many plus one +1/+1 counters are put on it instead.",uncommon,"Trample, Vigilance",Legendary,Creature,Dog
3480,Paradise Druid,G,2.0,2.0,1.0,"Paradise Druid has hexproof as long as it's untapped. (It can't be the target of spells or abilities your opponents control.)
{T}: Add one mana of any color.",uncommon,,,Creature,"Elf, Druid"
3481,Pollenbright Druid,G,2.0,1.0,1.0,"When Pollenbright Druid enters the battlefield, choose one —
• Put a +1/+1 counter on target creature.
• Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",common,Proliferate,,Creature,"Elf, Druid"
3482,Thundering Ceratok,G,5.0,4.0,5.0,"Trample
When Thundering Ceratok enters the battlefield, other creatures you control gain trample until end of turn.",common,Trample,,Creature,Rhino
3483,Vivien's Grizzly,G,3.0,2.0,3.0,"{3}{G}: Look at the top card of your library. If it's a creature or planeswalker card, you may reveal it and put it into your hand. If you don't put the card into your hand, put it on the bottom of your library.",common,,,Creature,"Bear, Spirit"
3484,Wardscale Crocodile,G,5.0,5.0,3.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.),common,Hexproof,,Creature,Crocodile
3485,Bioessence Hydra,"G, U",5.0,4.0,4.0,"Trample
Bioessence Hydra enters the battlefield with a +1/+1 counter on it for each loyalty counter on planeswalkers you control.
Whenever one or more loyalty counters are put on planeswalkers you control, put that many +1/+1 counters on Bioessence Hydra.",rare,Trample,,Creature,"Hydra, Mutant"
3486,Cruel Celebrant,"B, W",2.0,1.0,2.0,"Whenever Cruel Celebrant or another creature or planeswalker you control dies, each opponent loses 1 life and you gain 1 life.",uncommon,,,Creature,Vampire
3487,Dreadhorde Butcher,"B, R",2.0,1.0,1.0,"Haste
Whenever Dreadhorde Butcher deals combat damage to a player or planeswalker, put a +1/+1 counter on Dreadhorde Butcher.
When Dreadhorde Butcher dies, it deals damage equal to its power to any target.",rare,Haste,,Creature,"Zombie, Warrior"
3488,Elite Guardmage,"U, W",4.0,2.0,3.0,"Flying
When Elite Guardmage enters the battlefield, you gain 3 life and draw a card.",uncommon,Flying,,Creature,"Human, Wizard"
3489,"Feather, the Redeemed","R, W",3.0,3.0,4.0,"Flying
Whenever you cast an instant or sorcery spell that targets a creature you control, exile that card instead of putting it into your graveyard as it resolves. If you do, return it to your hand at the beginning of the next end step.",rare,Flying,Legendary,Creature,Angel
3490,Gleaming Overseer,"B, U",3.0,1.0,4.0,"When Gleaming Overseer enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have hexproof and menace.",uncommon,Amass,,Creature,"Zombie, Wizard"
3491,Huatli's Raptor,"G, W",2.0,2.0,3.0,"Vigilance
When Huatli's Raptor enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",uncommon,"Proliferate, Vigilance",,Creature,Dinosaur
3492,Leyline Prowler,"B, G",3.0,2.0,3.0,"Deathtouch, lifelink
{T}: Add one mana of any color.",uncommon,"Deathtouch, Lifelink",,Creature,"Nightmare, Beast"
3493,Living Twister,"G, R",3.0,2.0,5.0,"{1}{R}, Discard a land card: Living Twister deals 2 damage to any target.
{G}: Return a tapped land you control to its owner's hand.",rare,,,Creature,Elemental
3494,Mayhem Devil,"B, R",3.0,3.0,3.0,"Whenever a player sacrifices a permanent, Mayhem Devil deals 1 damage to any target.",uncommon,,,Creature,Devil
3495,Merfolk Skydiver,"G, U",2.0,1.0,1.0,"Flying
When Merfolk Skydiver enters the battlefield, put a +1/+1 counter on target creature you control.
{3}{G}{U}: Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",uncommon,"Flying, Proliferate",,Creature,"Merfolk, Mutant"
3496,Niv-Mizzet Reborn,"B, G, R, U, W",5.0,6.0,6.0,"Flying
When Niv-Mizzet Reborn enters the battlefield, reveal the top ten cards of your library. For each color pair, choose a card that's exactly those colors from among them. Put the chosen cards into your hand and the rest on the bottom of your library in a random order.",mythic,Flying,Legendary,Creature,"Dragon, Avatar"
3497,"Roalesk, Apex Hybrid","G, U",5.0,4.0,5.0,"Flying, trample
When Roalesk, Apex Hybrid enters the battlefield, put two +1/+1 counters on another target creature you control.
When Roalesk dies, proliferate, then proliferate again. (Choose any number of permanents and/or players, then give each another counter of each kind already there. Then do it again.)",mythic,"Flying, Proliferate, Trample",Legendary,Creature,"Human, Mutant"
3498,Rubblebelt Rioters,"G, R",3.0,0.0,4.0,"Haste
Whenever Rubblebelt Rioters attacks, it gets +X/+0 until end of turn, where X is the greatest power among creatures you control.",uncommon,Haste,,Creature,"Human, Berserker"
3499,Soul Diviner,"B, U",2.0,2.0,3.0,"{T}, Remove a counter from an artifact, creature, land, or planeswalker you control: Draw a card.",rare,,,Creature,"Zombie, Wizard"
3500,"Storrev, Devkarin Lich","B, G",4.0,5.0,4.0,"Trample
Whenever Storrev, Devkarin Lich deals combat damage to a player or planeswalker, return to your hand target creature or planeswalker card in your graveyard that wasn't put there this combat.",rare,Trample,Legendary,Creature,"Zombie, Elf, Wizard"
3501,Tenth District Legionnaire,"R, W",2.0,2.0,2.0,"Haste
Whenever you cast a spell that targets Tenth District Legionnaire, put a +1/+1 counter on Tenth District Legionnaire, then scry 1.",uncommon,"Haste, Scry",,Creature,"Human, Soldier"
3502,"Tolsimir, Friend to Wolves","G, W",5.0,3.0,3.0,"When Tolsimir, Friend to Wolves enters the battlefield, create Voja, Friend to Elves, a legendary 3/3 green and white Wolf creature token.
Whenever a Wolf enters the battlefield under your control, you gain 3 life and that creature fights up to one target creature you don't control.",rare,Fight,Legendary,Creature,"Elf, Scout"
3503,Iron Bully,C,3.0,1.0,1.0,"Menace (This creature can't be blocked except by two or more creatures.)
When Iron Bully enters the battlefield, put a +1/+1 counter on target creature.",common,Menace,,"Artifact, Creature",Golem
3504,Saheeli's Silverwing,C,4.0,2.0,3.0,"Flying
When Saheeli's Silverwing enters the battlefield, look at the top card of target opponent's library.",common,Flying,,"Artifact, Creature",Drake
3505,Gideon's Company,W,4.0,3.0,3.0,"Whenever you gain life, put two +1/+1 counters on Gideon's Company.
{3}{W}: Put a loyalty counter on target Gideon planeswalker.",uncommon,,,Creature,"Human, Soldier"
3506,Guildpact Informant,U,3.0,1.0,1.0,"Flying
Whenever Guildpact Informant deals combat damage to a player or planeswalker, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",common,"Flying, Proliferate",,Creature,"Faerie, Rogue"
3507,Jace's Projection,U,4.0,2.0,2.0,"Whenever you draw a card, put a +1/+1 counter on Jace's Projection.
{3}{U}: Put a loyalty counter on target Jace planeswalker.",uncommon,,,Creature,"Wizard, Illusion"
3508,Adanto Vanguard,W,2.0,1.0,1.0,"As long as Adanto Vanguard is attacking, it gets +2/+0.
Pay 4 life: Adanto Vanguard gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",uncommon,,,Creature,"Vampire, Soldier"
3509,Bellowing Aegisaur,W,6.0,3.0,5.0,"Enrage — Whenever Bellowing Aegisaur is dealt damage, put a +1/+1 counter on each other creature you control.",uncommon,Enrage,,Creature,Dinosaur
3510,Bishop of Rebirth,W,5.0,3.0,4.0,"Vigilance
Whenever Bishop of Rebirth attacks, you may return target creature card with mana value 3 or less from your graveyard to the battlefield.",rare,Vigilance,,Creature,"Vampire, Cleric"
3511,Bishop's Soldier,W,2.0,2.0,2.0,Lifelink,common,Lifelink,,Creature,"Vampire, Soldier"
3512,Duskborne Skymarcher,W,1.0,1.0,1.0,"Flying
{W}, {T}: Target attacking Vampire gets +1/+1 until end of turn.",uncommon,Flying,,Creature,"Vampire, Cleric"
3513,Emissary of Sunrise,W,3.0,2.0,1.0,"First strike
When Emissary of Sunrise enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",uncommon,"Explore, First strike",,Creature,"Human, Cleric"
3514,Encampment Keeper,W,1.0,1.0,1.0,"First strike
{7}{W}, {T}, Sacrifice Encampment Keeper: Creatures you control get +2/+2 until end of turn.",common,First strike,,Creature,Dog
3515,Glorifier of Dusk,W,5.0,4.0,4.0,"Pay 2 life: Glorifier of Dusk gains flying until end of turn.
Pay 2 life: Glorifier of Dusk gains vigilance until end of turn.",uncommon,,,Creature,"Vampire, Soldier"
3516,Goring Ceratops,W,7.0,3.0,3.0,"Double strike
Whenever Goring Ceratops attacks, other creatures you control gain double strike until end of turn.",rare,Double strike,,Creature,Dinosaur
3517,Imperial Aerosaur,W,4.0,3.0,3.0,"Flying
When Imperial Aerosaur enters the battlefield, another target creature you control gets +1/+1 and gains flying until end of turn.",uncommon,Flying,,Creature,Dinosaur
3518,Imperial Lancer,W,1.0,1.0,1.0,Imperial Lancer has double strike as long as you control a Dinosaur.,uncommon,,,Creature,"Human, Knight"
3519,Inspiring Cleric,W,3.0,3.0,2.0,"When Inspiring Cleric enters the battlefield, you gain 4 life.",uncommon,,,Creature,"Vampire, Cleric"
3520,Kinjalli's Caller,W,1.0,0.0,3.0,Dinosaur spells you cast cost {1} less to cast.,common,,,Creature,"Human, Cleric"
3521,Kinjalli's Sunwing,W,3.0,2.0,3.0,"Flying
Creatures your opponents control enter the battlefield tapped.",rare,Flying,,Creature,Dinosaur
3522,Looming Altisaur,W,4.0,1.0,7.0,,common,,,Creature,Dinosaur
3523,"Mavren Fein, Dusk Apostle",W,3.0,2.0,2.0,"Whenever one or more nontoken Vampires you control attack, create a 1/1 white Vampire creature token with lifelink.",rare,,Legendary,Creature,"Vampire, Cleric"
3524,Paladin of the Bloodstained,W,4.0,3.0,2.0,"When Paladin of the Bloodstained enters the battlefield, create a 1/1 white Vampire creature token with lifelink.",common,,,Creature,"Vampire, Knight"
3525,Priest of the Wakening Sun,W,1.0,1.0,1.0,"At the beginning of your upkeep, you may reveal a Dinosaur card from your hand. If you do, you gain 2 life.
{3}{W}{W}, Sacrifice Priest of the Wakening Sun: Search your library for a Dinosaur card, reveal it, put it into your hand, then shuffle.",rare,,,Creature,"Human, Cleric"
3526,Pterodon Knight,W,4.0,3.0,3.0,Pterodon Knight has flying as long as you control a Dinosaur.,common,,,Creature,"Human, Knight"
3527,Shining Aerosaur,W,5.0,3.0,4.0,Flying,common,Flying,,Creature,Dinosaur
3528,Skyblade of the Legion,W,2.0,1.0,3.0,Flying,common,Flying,,Creature,"Vampire, Soldier"
3529,Steadfast Armasaur,W,4.0,2.0,3.0,"Vigilance
{1}{W}, {T}: Steadfast Armasaur deals damage equal to its toughness to target creature blocking or blocked by it.",uncommon,Vigilance,,Creature,Dinosaur
3530,Sunrise Seeker,W,5.0,3.0,3.0,"Vigilance
When Sunrise Seeker enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,"Explore, Vigilance",,Creature,"Human, Scout"
3531,Territorial Hammerskull,W,3.0,2.0,3.0,"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.",common,,,Creature,Dinosaur
3532,Tocatli Honor Guard,W,2.0,1.0,3.0,Creatures entering the battlefield don't cause abilities to trigger.,rare,,,Creature,"Human, Soldier"
3533,Wakening Sun's Avatar,W,8.0,7.0,7.0,"When Wakening Sun's Avatar enters the battlefield, if you cast it from your hand, destroy all non-Dinosaur creatures.",mythic,,,Creature,"Dinosaur, Avatar"
3534,Daring Saboteur,U,2.0,2.0,1.0,"{2}{U}: Daring Saboteur can't be blocked this turn.
Whenever Daring Saboteur deals combat damage to a player, you may draw a card. If you do, discard a card.",rare,,,Creature,"Human, Pirate"
3535,Deadeye Quartermaster,U,4.0,2.0,2.0,"When Deadeye Quartermaster enters the battlefield, you may search your library for an Equipment or Vehicle card, reveal it, put it into your hand, then shuffle.",uncommon,,,Creature,"Human, Pirate"
3536,Dreamcaller Siren,U,4.0,3.0,3.0,"Flash
Flying
Dreamcaller Siren can block only creatures with flying.
When Dreamcaller Siren enters the battlefield, if you control another Pirate, tap up to two target nonland permanents.",rare,"Flash, Flying",,Creature,"Siren, Pirate"
3537,Fleet Swallower,U,7.0,6.0,6.0,"Whenever Fleet Swallower attacks, target player mills half their library, rounded up.",rare,Mill,,Creature,Fish
3538,Headwater Sentries,U,4.0,2.0,5.0,,common,,,Creature,"Merfolk, Warrior"
3539,Herald of Secret Streams,U,4.0,2.0,3.0,Creatures you control with +1/+1 counters on them can't be blocked.,rare,,,Creature,"Merfolk, Warrior"
3540,"Kopala, Warden of Waves",U,3.0,2.0,2.0,"Spells your opponents cast that target a Merfolk you control cost {2} more to cast.
Abilities your opponents activate that target a Merfolk you control cost {2} more to activate.",rare,,Legendary,Creature,"Merfolk, Wizard"
3541,Prosperous Pirates,U,5.0,3.0,4.0,"When Prosperous Pirates enters the battlefield, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Human, Pirate"
3542,River Sneak,U,2.0,1.0,1.0,"River Sneak can't be blocked.
Whenever another Merfolk enters the battlefield under your control, River Sneak gets +1/+1 until end of turn.",uncommon,,,Creature,"Merfolk, Warrior"
3543,Shaper Apprentice,U,2.0,2.0,1.0,Shaper Apprentice has flying as long as you control another Merfolk.,common,,,Creature,"Merfolk, Wizard"
3544,Shipwreck Looter,U,2.0,2.0,1.0,"Raid — When Shipwreck Looter enters the battlefield, if you attacked this turn, you may draw a card. If you do, discard a card.",common,Raid,,Creature,"Human, Pirate"
3545,Shore Keeper,U,1.0,0.0,3.0,"{7}{U}, {T}, Sacrifice Shore Keeper: Draw three cards.",common,,,Creature,Trilobite
3546,Siren Lookout,U,3.0,1.0,2.0,"Flying
When Siren Lookout enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,"Explore, Flying",,Creature,"Siren, Pirate"
3547,Siren Stormtamer,U,1.0,1.0,1.0,"Flying
{U}, Sacrifice Siren Stormtamer: Counter target spell or ability that targets you or a creature you control.",uncommon,Flying,,Creature,"Siren, Pirate, Wizard"
3548,Storm Fleet Aerialist,U,2.0,1.0,2.0,"Flying
Raid — Storm Fleet Aerialist enters the battlefield with a +1/+1 counter on it if you attacked this turn.",uncommon,"Flying, Raid",,Creature,"Human, Pirate"
3549,Storm Fleet Spy,U,3.0,2.0,2.0,"Raid — When Storm Fleet Spy enters the battlefield, if you attacked this turn, draw a card.",uncommon,Raid,,Creature,"Human, Pirate"
3550,Storm Sculptor,U,4.0,3.0,2.0,"Storm Sculptor can't be blocked.
When Storm Sculptor enters the battlefield, return a creature you control to its owner's hand.",common,,,Creature,"Merfolk, Wizard"
3551,Tempest Caller,U,4.0,2.0,3.0,"When Tempest Caller enters the battlefield, tap all creatures target opponent controls.",uncommon,,,Creature,"Merfolk, Wizard"
3552,Watertrap Weaver,U,3.0,2.0,2.0,"When Watertrap Weaver enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",common,,,Creature,"Merfolk, Wizard"
3553,Wind Strider,U,5.0,3.0,3.0,"Flash
Flying",common,"Flash, Flying",,Creature,"Merfolk, Wizard"
3554,Anointed Deacon,B,5.0,3.0,3.0,"At the beginning of combat on your turn, you may have target Vampire get +2/+0 until end of turn.",common,,,Creature,"Vampire, Cleric"
3555,Bishop of the Bloodstained,B,5.0,3.0,3.0,"When Bishop of the Bloodstained enters the battlefield, target opponent loses 1 life for each Vampire you control.",uncommon,,,Creature,"Vampire, Cleric"
3556,Blight Keeper,B,1.0,1.0,1.0,"Flying
{7}{B}, {T}, Sacrifice Blight Keeper: Target opponent loses 4 life and you gain 4 life.",common,Flying,,Creature,"Bat, Imp"
3557,Bloodcrazed Paladin,B,2.0,1.0,1.0,"Flash
Bloodcrazed Paladin enters the battlefield with a +1/+1 counter on it for each creature that died this turn.",rare,Flash,,Creature,"Vampire, Knight"
3558,Deadeye Tormentor,B,3.0,2.0,2.0,"Raid — When Deadeye Tormentor enters the battlefield, if you attacked this turn, target opponent discards a card.",common,Raid,,Creature,"Human, Pirate"
3559,Deadeye Tracker,B,1.0,1.0,1.0,"{1}{B}, {T}: Exile two target cards from an opponent's graveyard. Deadeye Tracker explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",rare,,,Creature,"Human, Pirate"
3560,Deathless Ancient,B,6.0,4.0,4.0,"Flying
Tap three untapped Vampires you control: Return Deathless Ancient from your graveyard to your hand.",uncommon,Flying,,Creature,"Vampire, Knight"
3561,Desperate Castaways,B,2.0,2.0,3.0,Desperate Castaways can't attack unless you control an artifact.,common,,,Creature,"Human, Pirate"
3562,Dire Fleet Hoarder,B,2.0,2.0,1.0,"When Dire Fleet Hoarder dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",common,,,Creature,"Human, Pirate"
3563,Dire Fleet Interloper,B,4.0,2.0,2.0,"Menace
When Dire Fleet Interloper enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,"Explore, Menace",,Creature,"Human, Pirate"
3564,Dire Fleet Ravager,B,5.0,4.0,4.0,"Menace, deathtouch
When Dire Fleet Ravager enters the battlefield, each player loses a third of their life, rounded up.",mythic,"Deathtouch, Menace",,Creature,"Orc, Pirate, Wizard"
3565,Fathom Fleet Captain,B,2.0,2.0,1.0,"Menace
Whenever Fathom Fleet Captain attacks, if you control another nontoken Pirate, you may pay {2}. If you do, create a 2/2 black Pirate creature token with menace.",rare,Menace,,Creature,"Human, Pirate"
3566,Lurking Chupacabra,B,4.0,2.0,3.0,"Whenever a creature you control explores, target creature an opponent controls gets -2/-2 until end of turn.",uncommon,,,Creature,"Beast, Horror"
3567,Queen's Agent,B,6.0,3.0,3.0,"Lifelink
When Queen's Agent enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,"Explore, Lifelink",,Creature,"Vampire, Scout"
3568,Queen's Bay Soldier,B,2.0,2.0,2.0,,common,,,Creature,"Vampire, Soldier"
3569,Ruin Raider,B,3.0,3.0,2.0,"Raid — At the beginning of your end step, if you attacked this turn, reveal the top card of your library and put that card into your hand. You lose life equal to the card's mana value.",rare,Raid,,Creature,"Orc, Pirate"
3570,Ruthless Knave,B,3.0,3.0,2.0,"{2}{B}, Sacrifice a creature: Create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Sacrifice three Treasures: Draw a card.",uncommon,,,Creature,"Orc, Pirate"
3571,Sanctum Seeker,B,4.0,3.0,4.0,"Whenever a Vampire you control attacks, each opponent loses 1 life and you gain 1 life.",rare,,,Creature,"Vampire, Knight"
3572,Seekers' Squire,B,2.0,1.0,2.0,"When Seekers' Squire enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",uncommon,Explore,,Creature,"Human, Scout"
3573,Skittering Heartstopper,B,1.0,1.0,2.0,{B}: Skittering Heartstopper gains deathtouch until end of turn.,common,,,Creature,Insect
3574,Vicious Conquistador,B,1.0,1.0,2.0,"Whenever Vicious Conquistador attacks, each opponent loses 1 life.",uncommon,,,Creature,"Vampire, Soldier"
3575,Wanted Scoundrels,B,2.0,4.0,3.0,"When Wanted Scoundrels dies, target opponent creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature,"Human, Pirate"
3576,Angrath's Marauders,R,7.0,4.0,4.0,"If a source you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",rare,,,Creature,"Human, Pirate"
3577,Bonded Horncrest,R,4.0,5.0,5.0,Bonded Horncrest can't attack or block alone.,uncommon,,,Creature,Dinosaur
3578,Brazen Buccaneers,R,4.0,2.0,2.0,"Haste
When Brazen Buccaneers enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,"Explore, Haste",,Creature,"Human, Pirate"
3579,Burning Sun's Avatar,R,6.0,6.0,6.0,"When Burning Sun's Avatar enters the battlefield, it deals 3 damage to target opponent or planeswalker and 3 damage to up to one target creature.",rare,,,Creature,"Dinosaur, Avatar"
3580,Captain Lannery Storm,R,3.0,2.0,2.0,"Haste
Whenever Captain Lannery Storm attacks, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Whenever you sacrifice a Treasure, Captain Lannery Storm gets +1/+0 until end of turn.",rare,Haste,Legendary,Creature,"Human, Pirate"
3581,Captivating Crew,R,4.0,4.0,3.0,{3}{R}: Gain control of target creature an opponent controls until end of turn. Untap that creature. It gains haste until end of turn. Activate only as a sorcery.,rare,,,Creature,"Human, Pirate"
3582,Charging Monstrosaur,R,5.0,5.0,5.0,"Trample, haste",uncommon,"Haste, Trample",,Creature,Dinosaur
3583,Fathom Fleet Firebrand,R,2.0,2.0,2.0,{1}{R}: Fathom Fleet Firebrand gets +1/+0 until end of turn.,common,,,Creature,"Human, Pirate"
3584,Fire Shrine Keeper,R,1.0,1.0,1.0,"Menace
{7}{R}, {T}, Sacrifice Fire Shrine Keeper: It deals 3 damage to each of up to two target creatures.",common,Menace,,Creature,Elemental
3585,Headstrong Brute,R,3.0,3.0,3.0,"Headstrong Brute can't block.
Headstrong Brute has menace as long as you control another Pirate.",common,,,Creature,"Orc, Pirate"
3586,Lightning-Rig Crew,R,3.0,0.0,5.0,"{T}: Lightning-Rig Crew deals 1 damage to each opponent.
Whenever you cast a Pirate spell, untap Lightning-Rig Crew.",uncommon,,,Creature,"Goblin, Pirate"
3587,Nest Robber,R,2.0,2.0,1.0,Haste,common,Haste,,Creature,Dinosaur
3588,Otepec Huntmaster,R,2.0,1.0,2.0,"Dinosaur spells you cast cost {1} less to cast.
{T}: Target Dinosaur gains haste until end of turn.",uncommon,,,Creature,"Human, Shaman"
3589,Rampaging Ferocidon,R,3.0,3.0,3.0,"Menace
Players can't gain life.
Whenever another creature enters the battlefield, Rampaging Ferocidon deals 1 damage to that creature's controller.",rare,Menace,,Creature,Dinosaur
